125.4711	2.4812
119.9735	161.7161
62.4680	161.7161
53.8081	158.5052
51.3269	153.4941
59.5003	149.6507
51.5215	140.2610
52.2026	130.2389
49.7214	119.2924
59.3056	111.3136
58.6245	88.9341
66.6033	100.5618
70.0089	97.8373
67.4790	64.3167
71.6144	61.5922
70.4467	53.1270
64.9978	54.9757
69.3278	49.7214
76.6254	50.1592
70.4467	44.0292
91.7073	51.5215
99.0049	61.7869
110.3893	57.0190
100.5618	44.7103
101.0483	39.2128
87.1341	26.6608
93.5073	28.9474
87.1341	21.2119
90.2964	19.6064
98.0805	25.2986
107.4216	28.0230
114.9625	19.3631
109.4649	17.7576
115.8868	12.9898
122.6980	15.4710
